0.000000	0.284444
0.000010	0.284444
0.000020	0.284444
0.000030	0.284444
0.000040	0.284444
0.000050	0.284444
0.000060	0.284444
0.000070	0.284444
0.000080	0.284444
0.000090	0.284444
0.000100	0.284444
0.000110	0.284444
0.000120	0.284444
0.000130	0.284444
0.000140	0.284444
0.000150	0.284444
0.000160	0.284444
0.000170	0.284444
0.000180	0.284444
0.000190	0.284444
0.000200	0.284444
0.000210	0.284444
0.000220	0.284444
0.000230	0.284444
0.000240	0.284444
0.000250	0.284444
0.000260	0.284444
0.000270	0.284444
0.000280	0.284444
0.000290	0.284444
0.000300	0.284444
0.000310	0.284444
0.000320	0.284444
0.000330	0.284444
0.000340	0.284444
0.000350	0.284444
0.000360	0.284444
0.000370	0.284444
0.000380	0.284444
0.000390	0.284444
0.000400	0.284444
0.000410	0.284444
0.000420	0.284444
0.000430	0.284444
0.000440	0.284444
0.000450	0.284444
0.000460	0.284444
0.000470	0.284444
0.000480	0.284444
0.000490	0.284444
0.000500	0.284444
0.000510	0.284444
0.000520	0.284444
0.000530	0.284444
0.000540	0.284444
0.000550	0.284444
0.000560	0.284444
0.000570	0.284444
0.000580	0.284444
0.000590	0.284444
0.000600	0.284444
0.000610	0.284444
0.000620	0.284444
0.000630	0.284444
0.000640	0.284444
0.000650	0.284444
0.000660	0.284444
0.000670	0.284444
0.000680	0.284444
0.000690	0.284444
0.000700	0.284444
0.000710	0.284444
0.000720	0.284444
0.000730	0.284444
0.000740	0.284444
0.000750	0.284444
0.000760	0.284444
0.000770	0.284444
0.000780	0.284444
0.000790	0.284444
0.000800	0.284444
0.000810	0.284444
0.000820	0.284444
0.000830	0.284444
0.000840	0.284444
0.000850	0.284444
0.000860	0.284444
0.000870	0.284444
0.000880	0.284444
0.000890	0.284444
0.000900	0.284444
0.000910	0.284444
0.000920	0.284444
0.000930	0.284444
0.000940	0.284444
0.000950	0.284444
0.000960	0.284444
0.000970	0.284444
0.000980	0.284444
0.000990	0.284444
0.001000	0.284444
0.001010	0.284444
0.001020	0.284444
0.001030	0.284444
0.001040	0.284444
0.001050	0.284444
0.001060	0.284444
0.001070	0.284444
0.001080	0.284444
0.001090	0.284444
0.001100	0.284444
0.001110	0.284444
0.001120	0.284444
0.001130	0.284444
0.001140	0.284444
0.001150	0.284444
0.001160	0.284443
0.001170	0.284443
0.001180	0.284443
0.001190	0.284443
0.001200	0.284443
0.001210	0.284443
0.001220	0.284443
0.001230	0.284443
0.001240	0.284443
0.001250	0.284443
0.001260	0.284443
0.001270	0.284443
0.001280	0.284443
0.001290	0.284443
0.001300	0.284443
0.001310	0.284443
0.001320	0.284443
0.001330	0.284443
0.001340	0.284443
0.001350	0.284443
0.001360	0.284442
0.001370	0.284442
0.001380	0.284442
0.001390	0.284442
0.001400	0.284442
0.001410	0.284442
0.001420	0.284442
0.001430	0.284442
0.001440	0.284442
0.001450	0.284442
0.001460	0.284442
0.001470	0.284442
0.001480	0.284442
0.001490	0.284441
0.001500	0.284441
0.001510	0.284441
0.001520	0.284441
0.001530	0.284441
0.001540	0.284441
0.001550	0.284441
0.001560	0.284441
0.001570	0.284441
0.001580	0.284440
0.001590	0.284440
0.001600	0.284440
0.001610	0.284440
0.001620	0.284440
0.001630	0.284440
0.001640	0.284440
0.001650	0.284440
0.001660	0.284440
0.001670	0.284439
0.001680	0.284439
0.001690	0.284439
0.001700	0.284439
0.001710	0.284439
0.001720	0.284439
0.001730	0.284439
0.001740	0.284438
0.001750	0.284438
0.001760	0.284438
0.001770	0.284438
0.001780	0.284438
0.001790	0.284438
0.001800	0.284437
0.001810	0.284437
0.001820	0.284437
0.001830	0.284437
0.001840	0.284437
0.001850	0.284436
0.001860	0.284436
0.001870	0.284436
0.001880	0.284436
0.001890	0.284436
0.001900	0.284435
0.001910	0.284435
0.001920	0.284435
0.001930	0.284435
0.001940	0.284435
0.001950	0.284434
0.001960	0.284434
0.001970	0.284434
0.001980	0.284434
0.001990	0.284433
0.002000	0.284433
0.002010	0.284433
0.002020	0.284433
0.002030	0.284432
0.002040	0.284432
0.002050	0.284432
0.002060	0.284432
0.002070	0.284431
0.002080	0.284431
0.002090	0.284431
0.002100	0.284430
0.002110	0.284430
0.002120	0.284430
0.002130	0.284429
0.002140	0.284429
0.002150	0.284429
0.002160	0.284429
0.002170	0.284428
0.002180	0.284428
0.002190	0.284428
0.002200	0.284427
0.002210	0.284427
0.002220	0.284427
0.002230	0.284426
0.002240	0.284426
0.002250	0.284425
0.002260	0.284425
0.002270	0.284425
0.002280	0.284424
0.002290	0.284424
0.002300	0.284424
0.002310	0.284423
0.002320	0.284423
0.002330	0.284422
0.002340	0.284422
0.002350	0.284422
0.002360	0.284421
0.002370	0.284421
0.002380	0.284420
0.002390	0.284420
0.002400	0.284419
0.002410	0.284419
0.002420	0.284418
0.002430	0.284418
0.002440	0.284418
0.002450	0.284417
0.002460	0.284417
0.002470	0.284416
0.002480	0.284416
0.002490	0.284415
0.002500	0.284415
0.002510	0.284414
0.002520	0.284414
0.002530	0.284413
0.002540	0.284412
0.002550	0.284412
0.002560	0.284411
0.002570	0.284411
0.002580	0.284410
0.002590	0.284410
0.002600	0.284409
0.002610	0.284409
0.002620	0.284408
0.002630	0.284407
0.002640	0.284407
0.002650	0.284406
0.002660	0.284406
0.002670	0.284405
0.002680	0.284404
0.002690	0.284404
0.002700	0.284403
0.002710	0.284402
0.002720	0.284402
0.002730	0.284401
0.002740	0.284400
0.002750	0.284400
0.002760	0.284399
0.002770	0.284398
0.002780	0.284398
0.002790	0.284397
0.002800	0.284396
